Glazed Coconut Lime Cookies,50 cookies,"[{'main': ['1 and 1/4 cups sweetened shredded coconut ', '2 and 1/2 cups all purpose flour ', '1 teaspoon cornstarch ', '1 teaspoon baking soda', '1/2 teaspoon salt', '3/4 cup unsalted butter softened to room temperature', '1 and 1/2 cups granulated sugar divided', '1 large egg at room temperature', '1/4 cup fresh or bottled lime juice at room temperature ', '2 teaspoons lime zest ', '1 teaspoon coconut extract']}]","['Optional but recommended Pulse the coconut shreds in a food processor or chop them up with a sharp knife so they are finer.', 'Smaller pieces make a more desirable texture in the baked cookies.', 'Set aside for step 3.', 'Whisk the flour cornstarch baking soda and salt together in a medium bowl.', 'Set aside.', 'In a large bowl using a hand mixer or a stand mixer fitted with a paddle attachment beat the butter and 1 cup  granulated sugar together on medium high speed until creamed about 1 minute.', 'Add the egg lime juice lime zest and coconut extract and beat on high speed until combined about 1 minute.', 'Mixture will appear curdled and that s ok. Scrape down the sides and up the bottom of the bowl.', 'Turn the mixer down to medium speed and beat in the coconut.', 'Add the dry ingredients and beat on low speed until combined.', 'Dough is thick creamy and sticky.', 'Cover and chill the cookie dough in the refrigerator for at least 1.5 hours .', 'If chilling for longer than a few hours allow to sit at room temperature for 15 minutes before rolling and baking because the dough will be quite firm.', 'Preheat oven to 350 F .', 'Line baking sheets with parchment paper or silicone baking mats.', 'Set aside.', 'Pour remaining sugar into a large bowl.', 'Roll cookie dough into balls about 1 Tablespoon of dough per cookie.', 'Roll each in granulated sugar.', 'Arrange 3 inches apart on the baking sheets.', 'Bake for 12 13 minutes or until very lightly browned on the sides.', 'Remove from the oven and allow cookies to cool on the baking sheet for 5 minutes before transferring to a wire rack to cool completely.', 'Make the glaze Whisk the glaze ingredients together.', 'If desired add more confectioners sugar to thicken or more juice to thin out.', 'The thicker the glaze the whiter  it will be.', 'Drizzle on cooled cookies and feel free to garnish each with more shredded coconut and/or lime zest.', 'Icing will set after about 1 hour so these are convenient to store and transport.', 'Cookies without glaze stay fresh covered at room temperature for up to 1 week.', 'Cookies with glaze stay fresh covered at room temperature for up to 3 days or in the refrigerator for up to 1 week.']",https://sallysbakingaddiction.com/coconut-lime-cookies/,"[' cookies', ' desserts', ' seasonal', ' spring recipes', ' summer recipes', ' coconut', ' coconut extract', ' confectioners sugar', ' lime juice', ' limes']",,,,,,,,,,,,,,,
Beginner s Guide to French Macarons,about 40 shells; 20 sandwiched macarons,"[{'main': ['100 g egg whites ', '1/4 teaspoon cream of tartar', '1/2 teaspoon extract such as vanilla almond coconut etc ', '80g superfine sugar ', '1 2 drops gel food coloring ', '125g almond flour', '125g confectioners sugar ', 'desired macaron filling ']}]","['Wipe down a large glass or metal mixing bowl with lemon juice or vinegar.', 'Add egg whites.', 'Cover and refrigerate for 24 hours then bring to room temperature.', 'Line 3 large baking sheets with silicone baking mats or parchment paper.', 'Set aside.', 'Add cream of tartar and extract  to egg whites.', 'Using a handheld mixer or stand mixer fitted with a whisk attachment beat together on medium speed until very soft peaks form.', 'This takes a few minutes of beating.', 'At first the egg white and cream of tartar mixture will be foamy then the bubbles will begin to tighten and the beaters will leave tracks as the egg whites build volume.', 'Once they begin leaving tracks you likely have soft peaks.', 'Stop beating.', 'Add about 1/3 of the superfine sugar.', 'Beat on medium high speed for 5 seconds then with the mixer continuing to run add another 1/3 of the sugar.', 'Beat for 5 seconds then with the mixer continuing to run add the remaining sugar.', 'Beat on medium high speed until stiff glossy peaks form.', 'Using a rubber spatula slowly and gently fold the food coloring  into the egg whites.', 'Sift the almond flour and confectioners sugar together in a large glass or metal mixing bowl.', 'Use a spoon to help work any larger pieces through the sieve.', 'You don t want to discard a lot of that because then you won t have enough dry ingredients in the batter.', 'Slowly fold the beaten egg whites into the almond flour mixture in 3 separate additions folding until combined before adding the next addition.', 'After you add all of the egg whites pay very close attention to the consistency of your macaron batter.', 'Continue folding the batter  until it thins out into the consistency of honey.', 'What s a more helpful cue is the figure 8 test.', 'Drop the macaron batter off of your spatula in the form of a figure 8.', 'The figure 8 should take no more than 10 seconds to sink back into itself.', 'If it takes less your batter was overmixed and is too thin.', 'If it takes longer continue slowly folding the batter to deflate more air then perform the figure 8 test again.', 'It s best to go very slow so you don t accidentally overmix.', 'Spoon the macaron batter into a piping bag fitted with a medium round piping tip such as Wilton 12 Wilton 1A or even Ateco 806.', 'The macaron batter is very drippy so transferring to the piping bag can be messy.', 'Holding the piping bag at a 90 degree angle over the baking sheet pipe batter in 1.5 2 inch rounds about 1 2 inches apart on prepared baking sheets.']",https://sallysbakingaddiction.com/french-macarons/,"[' advanced', ' cookies', ' desserts', ' gluten free', ' sallys baking challenge', ' sallys baking traditions', ' special diet', ' almond flour', ' confectioners sugar', ' cream of tartar', ' egg whites', ' eggs', ' granulated sugar']",,,,,,,,,,,,,,,
Raspberry Sugar Cookies,36 3-inch cookies,"[{'main': ['2 cups freeze dried raspberries', '3 cups all purpose flour ', '1 and 1/2 teaspoons baking powder', '1/2 teaspoon salt', '1 cup unsalted butter softened to room temperature', '4 ounces block cream cheese softened to room temperature', '1 cup granulated sugar', '1 large egg at room temperature', '1 teaspoon pure vanilla extract', 'optional 1 teaspoon almond extract']}]","['Using a blender or food processor process the freeze dried raspberries into a powder.', 'You ll have around 1/2 cup.', 'Whisk the raspberry powder flour baking powder and salt together in a large bowl.', 'Set aside.', 'In a large bowl using a hand held or stand mixer fitted with a paddle attachment beat the butter and cream cheese together on medium high speed until completely smooth and creamy about 2 minutes.', 'Add the granulated sugar and beat until mixture is fluffy and combined about 1 minute.', 'Add the egg vanilla extract and almond extract  and beat on high speed until combined about 1 minute.', 'Scrape down the sides and up the bottom of the bowl and beat again as needed to combine.', 'Add the dry ingredients to the wet ingredients and mix on low speed until combined.', 'Dough will be very soft and creamy.', 'Generously flour your hands and rolling pin.', 'Divide the dough into 2 equal parts.', 'Roll each portion out on a lightly floured piece of parchment paper or silicone baking mat to about 1/4 inch thickness.', 'The rolled out dough can be any shape as long as it is evenly 1/4 inch thick.', 'Lightly dust one of the rolled out doughs with flour.', 'Place a piece of parchment on top.', 'Place the 2nd rolled out dough on top.', 'Cover with plastic wrap or aluminum foil then refrigerate for at least 2 hours and up to 2 days.', 'Once chilled preheat oven to 350 F .', 'Line 2 3 large baking sheets with parchment paper or silicone baking mats.', 'Carefully remove the top dough piece from the refrigerator.', 'If it s sticking to the bottom run your hand under it to help remove it.', 'Using a cookie cutter cut the dough into shapes.', 'Re roll the remaining dough and continue cutting until all is used.', 'Repeat with 2nd piece of dough.', 'Note It doesn t seem like a lot of dough but you get a lot of cookies from the dough scraps you re roll.', 'Arrange cookies on baking sheets 3 inches apart.', 'Bake for 12 13 minutes until very lightly browned around the edges.', 'If your oven has hot spots rotate the baking sheet halfway through bake time.', 'Allow cookies to cool on the baking sheet for 5 minutes then transfer to a wire rack to cool completely before decorating.', 'For optional chocolate decorating Melt the chocolate in a double boiler or use the microwave.', 'Microwave in 20 second increments stirring after each until completely melted.', 'Dip cooled cookies in the melted chocolate or drizzle each with melted chocolate then place back onto the baking sheets.', 'Allow chocolate to set in the refrigerator or at room temperature.', 'Cookies stay fresh covered at room temperature for up to 3 days or in the refrigerator for up to 1 week.']",https://sallysbakingaddiction.com/raspberry-sugar-cookies/,"[' cookies', ' desserts', ' seasonal', ' valentines day', ' all purpose flour', ' almond extract', ' butter', ' chocolate', ' cream cheese', ' eggs', ' freeze dried raspberries', ' granulated sugar', ' vanilla extract', ' white chocolate']",,,,,,,,,,,,,,,
Rainbow M M Cookies,30 cookies,"[{'main': ['2 cups 2 Tablespoons all purpose flour ', '1 teaspoon cornstarch', '1 teaspoon baking soda', '1/2 teaspoon salt', '3/4 cup unsalted butter softened to room temperature', '3/4 cup packed light or dark brown sugar', '1/2 cup granulated sugar', '1 large egg 1 egg yolk at room temperature', '1 and 1/2 teaspoons pure vanilla extract', '1 cup mini M Ms ']}]","['Whisk the flour cornstarch baking soda and salt together in a medium bowl.', 'Set aside.', 'In large bowl using a hand held mixer or stand mixer fitted with a paddle attachment beat softened butter for about 1 minute on medium speed until creamy.', 'Add the brown sugar and granulated sugar then beat on medium high speed until creamy and combined.', 'Scrape down the sides and bottom of the bowl as needed.', 'Beat in egg egg yolk and vanilla extract.', 'Scrape down the sides and bottom of the bowl as needed.', 'With the mixer running on low speed slowly add dry ingredients to wet ingredients.', 'Pour in 1 cup M Ms and beat on low speed for 20 seconds or until combined.', 'Once completely combined cover cookie dough tightly and chill in the refrigerator for 2 hours or up to 5 days.', 'Preheat oven to 350 F .', 'Line baking sheets with parchment paper or silicone baking mats.', 'Set aside.', 'Roll cookie dough into balls about 1.5 Tablespoons of dough per cookie and arrange 3 inches apart on the baking sheets.', 'Bake for 11 12 minutes or until lightly browned on the sides.', 'The centers will look soft.', 'Remove from the oven and allow cookies to cool on the baking sheet for 5 minutes.', 'While the cookies are still warm press the remaining 2 Tablespoons of M Ms into the tops of the cookies.', 'This is optional and just for looks.', 'Transfer to a wire rack to cool completely.', 'Cookies stay fresh covered at room temperature for up to 1 week.']",https://sallysbakingaddiction.com/rainbow-mm-cookies/,"[' beginner', ' cookies', ' video', ' all purpose flour', ' brown sugar', ' butter', ' cornstarch', ' egg yolks', ' eggs', ' granulated sugar', ' mms', ' vanilla extract']",,,,,,,,,,,,,,,
Lemon Ginger Cookies,30 cookies,"[{'main': ['1 and 2/3 cups all purpose flour ', '1/2 teaspoon baking soda', '1/2 teaspoon ground ginger', '1/2 teaspoon ground allspice', '1/4 teaspoon salt', '1/2 cup unsalted butter softened to room temperature', '3/4 cup granulated sugar', '1 large egg at room temperature', '1 Tablespoon lemon juice', '1 Tablespoon lemon zest', '1 teaspoon pure vanilla extract', '1/4 cup finely chopped/minced crystallized ginger divided']}]","['Whisk the flour baking soda ginger allspice and salt together in a medium bowl.', 'Set aside.', 'In a large bowl using a hand mixer or a stand mixer fitted with a paddle attachment beat the butter and granulated sugar together on medium high speed until creamed about 1 minute.', 'Add the egg lemon juice lemon zest and vanilla extract and beat on high speed until combined about 1 minute.', 'Scrape down the sides and up the bottom of the bowl and beat again as needed to combine.', 'Add the dry ingredients to the wet ingredients and mix on low until combined.', 'Beat in 2 Tablespoons of chopped crystallized ginger.', 'Dough will be thick and sticky.', 'Scoop small sections of dough  and roll into balls.', 'Very lightly dip the tops of each into remaining crystallized ginger.', 'Place dough balls onto a large plate or lined baking sheet.', 'Cover and chill the cookie dough balls in the refrigerator for at least 1 hour .', 'Preheat oven to 350 F .', 'Line baking sheets with parchment paper or silicone baking mats.', 'Set aside.', 'Arrange chilled cookie dough balls 3 inches apart on the baking sheets.', 'Bake for 11 13 minutes or until lightly browned on the sides.', 'The centers will look very soft.', 'Remove from the oven and allow cookies to cool on the baking sheet for 5 minutes before transferring to a wire rack to cool completely.', 'Make the glaze Whisk the glaze ingredients together.', 'If desired add more confectioners sugar to thicken or more juice to thin out.', 'The thicker the glaze the whiter  it will be.', 'Drizzle on cooled cookies.', 'Icing will set after about 1 hour so these are convenient to store and transport.', 'Cookies without glaze stay fresh covered at room temperature for up to 1 week.', 'Cookies with glaze stay fresh covered at room temperature for up to 3 days or in the refrigerator for up to 1 week.']",https://sallysbakingaddiction.com/lemon-ginger-cookies/,"[' cookies', ' desserts', ' sallys baking traditions', ' sallys cookie palooza', ' all purpose flour', ' allspice', ' butter', ' crystallized ginger', ' ginger', ' granulated sugar', ' lemon juice', ' lemon zest', ' lemons', ' vanilla extract']",,,,,,,,,,,,,,,
Red Velvet Kiss Cookies,32-36 cookies,"[{'main': ['1 and 1/2 cups 1 Tablespoon all purpose flour ', '1/4 cup natural unsweetened cocoa powder', '1 teaspoon baking soda', '1/4 teaspoon salt', '1/2 cup unsalted butter softened to room temperature', '3/4 cup packed light or dark brown sugar', '1/4 cup granulated sugar', '1 large egg at room temperature', '2 teaspoons pure vanilla extract', '1 Tablespoon milk ', '1/2 teaspoon gel red food coloring ', '32 36 Hershey s Kisses unwrapped']}]","['Whisk the flour cocoa powder baking soda and salt together in a medium bowl.', 'Set aside.', 'Using a hand mixer or a stand mixer fitted with paddle attachment beat the butter brown sugar and granulated sugar together on medium speed until creamy about 2 minutes.', 'Add the egg and vanilla extract and mix on high until combined about 1 minute.', 'Scrape down the sides and bottom of the bowl as needed.', 'Pour the dry ingredients into the wet ingredients add the milk and food coloring then then mix on low speed until everything is combined.', 'The dough will be sticky.', 'If you want a more vibrant hue beat in more food coloring a little at a time.', 'Cover and chill the dough in the refrigerator for at least 2 hours .', 'If chilling for longer than a few hours allow dough to sit at room temperature for at least 15 minutes before rolling and baking because the dough will be quite hard.', 'Preheat oven to 350 F .', 'Line large baking sheets with parchment paper or silicone baking mats.', 'Set aside.', 'Also make sure there s room in your freezer because the cookies will need to be placed inside to prevent the chocolates from melting.', 'Roll coat Scoop and roll cookie dough about 1 Tablespoon of dough each.', 'Roll each ball in the 1/2 cup of sugar and arrange on the baking sheet about 3 inches apart.', 'Bake for 11 13 minutes or until the edges appear set.', 'Centers will look very soft.', 'Mine usually take 12 minutes.', 'Remove cookies from the oven and cool for just 5 10 minutes on the baking sheets.', 'Set the chocolate Press a Hershey s Kiss into the center of each then using a thin spatula immediately transfer the cookies to a large plate or a few smaller plates .', 'Place the plate of cookies in the freezer for 10 minutes to quickly set the chocolate kiss in the cookie.', 'Remove from the freezer and serve.', 'Cookies stay fresh covered at room temperature for up to 1 week.']",https://sallysbakingaddiction.com/red-velvet-kiss-cookies/,"[' christmas', ' cookies', ' desserts', ' sallys baking traditions', ' sallys cookie palooza', ' seasonal', ' valentines day', ' all purpose flour', ' brown sugar', ' butter', ' cocoa powder', ' eggs', ' granulated sugar', ' hersheys kisses', ' milk', ' vanilla extract']",,,,,,,,,,,,,,,
Sweet Vanilla Bean Biscotti,18 cookies,"[{'main': ['2 and 1/4 cups all purpose flour plus more for work surface hands', '1 cup vanilla sugar or granulated sugar ', '1 teaspoon baking powder', '1/2 teaspoon salt', '1/4 cup unsalted butter cold and cubed', '3 large eggs', '1 Tablespoon vegetable oil or melted coconut oil', '2 teaspoons pure vanilla extract', 'egg wash 1 large egg beaten with 1 Tablespoon milk', 'optional two 4 ounce white chocolate bars coarsely chopped ']}]","['Preheat oven to 350 F .', 'Line two large baking sheets with parchment paper or silicone baking mats.', 'Set aside.', 'Whisk the flour sugar baking powder and salt together in a large bowl until combined.', 'Using a pastry cutter or fork cut in the butter until the mixture is crumbly.', 'Set aside.', 'In a medium bowl whisk the 3 eggs oil and vanilla extract together.', 'Pour into the flour/butter mixture and gently mix together with a wooden spoon or rubber spatula until everything is just barely moistened.', 'It will be very crumbly see photo above for a visual.', 'Turn dough out onto a lightly floured surface and with floured hands knead lightly until the dough is soft and slightly sticky about 8 10 times.', 'If it s sticking all over your hands knead 1 2 more Tablespoon of flour into the dough.', 'Divide the dough in two and place each half onto a baking sheet.', 'Shape each half into an 8 9 inch long slab patting down until each is about 1/2 inch thick.', 'Using a pastry brush lightly brush the top and sides of each biscotti slab with egg wash. Bake in batches  for 25 26 minutes or until the top and sides of the biscotti slabs are lightly browned.', 'Remove from the oven but do not turn off the heat.', 'Allow to cool for 10 minutes.', 'Once the slabs are cool enough to handle cut each into 1 inch wide slices.', 'Set slices cut sides upright inch apart on the baking sheets.', 'Return to the oven to continue baking for 8 minutes.', 'Turn biscotti over and bake other side for 8 minutes.', 'The cookies will be slightly soft in the centers with harder edges.', 'Remove from the oven and cool the biscotti for 5 minutes on the baking sheet.', 'Transfer to a wire rack to cool completely before dipping in white chocolate.', 'The biscotti becomes more and more crunchy as it cools.', 'It s helpful to save the baking sheets for the next step.', 'Optional White Chocolate Melt the chopped white chocolate in a double boiler or carefully use the microwave.', 'For the microwave place the white chocolate in a medium heat proof bowl.', 'Melt in 15 second increments stirring after each increment until completely melted and smooth.', 'Dip each cookie in the melted chocolate and place back onto the baking sheets.', 'Allow chocolate to set in the refrigerator or at room temperature.', 'Biscotti stays fresh covered at room temperature or in the refrigerator for 1 2 weeks.']",https://sallysbakingaddiction.com/sweet-vanilla-bean-biscotti/,"[' cookies', ' desserts', ' no chill cookies', ' sallys baking traditions', ' sallys cookie palooza', ' all purpose flour', ' butter', ' eggs', ' granulated sugar', ' milk', ' oil', ' vanilla bean', ' vanilla extract', ' white chocolate']",,,,,,,,,,,,,,,
Brownie Cookies,24 cookies,"[{'main': ['2 four ounce bars semi sweet chocolate coarsely chopped', '3/4 cup all purpose flour ', '1/4 cup natural unsweetened or dutch process cocoa powder', '1 teaspoon espresso powder', '1 teaspoon baking powder', '1/4 teaspoon salt', '1/3 cup unsalted butter softened to room temperature', '3/4 cup packed light brown sugar', '1/4 cup granulated sugar', '2 large eggs at room temperature', '1 teaspoon pure vanilla extract', 'optional 3/4 cup semi sweet chocolate chips']}]","['Melt the chocolate in a double boiler or use the microwave.', 'Microwave in 20 second increments stirring after each until completely melted.', 'Set aside to slightly cool .', 'Whisk the flour cocoa powder espresso powder baking powder and salt together.', 'Set aside.', 'In a large bowl using a handheld or stand mixer fitted with a paddle attachment beat the butter brown sugar and granulated sugar together on medium high speed until smooth and creamy about 2 minutes.', 'Add the eggs and vanilla extract and beat on high speed for 2 full minutes.', 'Scrape down the sides and up the bottom of the bowl then beat on high for 1 more minute.', 'Pour in the slightly cooled melted chocolate and mix on medium high speed for 2 full minutes.', 'Pour in the the dry ingredients and beat on low speed until combined.', 'Finally beat in the chocolate chips.', 'Preheat oven to 350 F .', 'Line large baking sheets with parchment paper or silicone baking mats.', 'As the oven preheats continue to step 6.', 'Cover and chill the dough in the refrigerator for just 20 minutes as the oven preheats.', 'This quick chill time helps slightly solidify the chocolate and butter in the dough which gives the cookies a nice spread .', 'Chilling for longer creates thicker cookies where in some cases they may not spread at all.', 'If chilling for longer than 20 minutes allow the dough to sit at room temperature for 15 minutes before rolling and baking.', 'Roll or scoop the dough into balls 1.5 Tablespoons of dough each.']",https://sallysbakingaddiction.com/brownie-cookies/,"[' cookies', ' desserts', ' intermediate', ' sallys baking traditions', ' sallys cookie palooza', ' video', ' all purpose flour', ' brown sugar', ' butter', ' chocolate', ' chocolate chips', ' cocoa powder', ' eggs', ' espresso powder', ' granulated sugar', ' vanilla extract']",,,,,,,,,,,,,,,
Apricot Cream Cheese Thumbprint Cookies,40 cookies,"[{'main': ['2 and 1/2 cups all purpose flour ', '1 teaspoon baking soda', '1/4 teaspoon salt', '6 ounces block full fat cream cheese softened to room temperature', '1/2 cup unsalted butter softened to room temperature', '1 cup granulated sugar', '1 large egg at room temperature', '1 teaspoon lemon zest', '1 teaspoon pure vanilla extract', '1/2 teaspoon almond extract']}]","['Whisk the flour baking soda and salt together in a medium bowl.', 'Set aside.', 'In a large bowl using a hand mixer or a stand mixer fitted with a paddle attachment beat the cream cheese on medium high speed until completely smooth and creamy.', 'Add the butter and beat until combined scraping down the sides and up the bottom of the bowl as needed.', 'Add granulated sugar and beat on medium high speed until smooth and creamy about 2 minutes.', 'Add the egg lemon zest vanilla extract and almond extract and beat on high speed until combined about 1 minute.', 'Scrape down the sides and up the bottom of the bowl and beat again as needed to combine.', 'Add the flour mixture to the wet ingredients and beat on low until combined.', 'Dough will be very creamy sticky and soft.', 'Cover and chill the dough for at least 3 hours  in the refrigerator.', 'Preheat oven to 350 F .', 'Line large baking sheets with parchment paper or silicone baking mats.', 'Remove dough from the refrigerator and roll into balls 1 Tablespoon of dough each.', 'Dough gets sticky as you roll so feel free to lightly dust your hands with all purpose flour or confectioners sugar as you work.', 'Roll each ball into sliced almonds.', 'Arrange 3 inches apart on the baking sheets.', 'Indent your thumb or the bottom end of a rubber spatula or wooden spoon into the center of each dough ball to make a crevice.', 'Spoon a heaping 1/2 teaspoon jam/preserves into each indent.', 'These cookies do have the tendency to spread especially if the dough has been sitting out and handled long enough before baking.', 'Placing the shaped thumbprints in the refrigerator for 10 minutes before baking helps.', 'You can place the entire baking sheet in the refrigerator then place in the oven to bake.', 'Bake for 14 15 minutes or until lightly browned on the sides.', 'The jam won t look completely set but will set as the cookies cool.', 'Remove from the oven.', 'Allow cookies to cool on the baking sheet for 5 minutes before transferring to a wire rack to cool completely.', 'Once cool dust the cookies with confectioners sugar.', 'Sugar usually melts into the jam centers but remains on the cookie edges.', 'Cookies stay fresh covered at room temperature for 2 days or in the refrigerator for up to 1 week.']",https://sallysbakingaddiction.com/apricot-cream-cheese-cookies/,"[' cookies', ' desserts', ' sallys baking traditions', ' sallys cookie palooza', ' all purpose flour', ' almond extract', ' almonds', ' apricot jam', ' butter', ' confectioners sugar', ' cream cheese', ' eggs', ' granulated sugar', ' lemon zest', ' lemons', ' vanilla extract']",,,,,,,,,,,,,,,
Cinnamon Brown Sugar Stamped Cookies,32 cookies,"[{'main': ['2 cups all purpose flour plus extra as needed for stamping', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '2 and 1/2 teaspoons ground cinnamon', '1/2 teaspoon ground nutmeg', '1/2 teaspoon ground ginger', '1/4 teaspoon ground cardamom', '1/2 cup unsalted butter softened to room temperature', '3/4 cup packed light or dark brown sugar', '1/3 cup granulated sugar', '1 Tablespoon molasses maple syrup or honey', '1 large egg at room temperature', '1 teaspoon pure vanilla extract']}]","['Whisk the flour baking soda salt cinnamon nutmeg ginger and cardamom together in a medium bowl.', 'Set aside.', 'Using a hand mixer or a stand mixer fitted with paddle attachment beat the softened butter brown sugar and granulated sugar together on medium high speed until creamy about 2 minutes.', 'Scrape down the sides and bottom of the bowl as needed.', 'Add the molasses egg and vanilla extract and mix on high speed until combined about 1 minute.', 'Scrape down the sides and bottom of the bowl again as needed.', 'Add the flour mixture to the wet ingredients then mix on low speed until combined.', 'Cover and chill the dough in the refrigerator for at least 2 hours .', 'If chilling for longer than a few hours allow to sit at room temperature for at least 15 minutes before rolling because the dough will be quite hard.', 'Preheat oven to 350 F .', 'Line baking sheets with parchment paper or silicone baking mats.', 'Set aside.', 'Roll and stamp Measure 1 Tablespoon of chilled cookie dough per cookie and roll into balls.', 'The dough may seem crumbly but will come together as you roll.', 'Arrange dough balls 3 inches apart on the baking sheets.', 'Place the cookie stamp directly on top of each cookie dough ball centering the ball as best as you can then firmly press down until the dough extends nearly to the edges of the cookie stamp.', 'Lift straight up.', 'If your cookie dough is sticking to the cookie stamp  lightly dip the cookie stamp in a bowl of flour before stamping the cookie dough ball.', 'If dipped lightly the flour bakes right off the cookie.', 'Bake cookies until the edges are set about 13 minutes.', 'Remove from the oven and allow cookies to cool on the baking sheet for 5 minutes before transferring to a wire rack to cool completely.', 'Cover leftover cookies tightly and store at room temperature for up to 1 week.']",https://sallysbakingaddiction.com/cinnamon-brown-sugar-stamped-cookies/,"[' christmas', ' cookies', ' desserts', ' sallys baking traditions', ' sallys cookie palooza', ' seasonal', ' all purpose flour', ' brown sugar', ' butter', ' cardamom', ' cinnamon', ' eggs', ' ginger', ' granulated sugar', ' molasses', ' nutmeg', ' vanilla extract']",,,,,,,,,,,,,,,
